Strategy,TotalTrades,ProfitableTrades,LossMakingTrades,TotalCashInvested,TotalCashInHand,NeutralTrades,NetReturn
SuperTrendStrategy,10,8,2,1000000,1393475.4599999997,0,39.34754599999997
