Strategy,TotalTrades,ProfitableTrades,LossMakingTrades,TotalCashInvested,TotalCashInHand,NeutralTrades,NetReturn
SuperTrendStrategy,958,805,128,95800000,145100936.4842646,25,51.4623554115497
